method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu,dynamic_redundancy_weight,variant,sweep_name,sweep_value,mu,global_redundancy_weight,residual_rank,gamma_value
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1289,1493,0.4567130201612599,0.3365,0.3365,,,,,5.52222466096282,0,1,201,0.8088235294117647,0.8284313725490197,0.7961790561676025,0.7961790561676025,0.9999647736549377,0.052682059445404654,0.8177339901477833,0.9014778325123153,0.8177339901477833,0.9901960784313726,0.00980392156862745,0.8284313725490197,0.6612805854775594,0.1715686274509804,0.2260528784354786,1.3869735607822606,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.345,0.345,,,,,0.8130563809536397,0,0,51,0.7962962962962963,0.7777777777777778,0.7157909870147705,0.7157909870147705,0.9885339736938477,0.12227858912270025,0.660377358490566,0.660377358490566,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.7777777777777778,0.7642045065086203,0.2222222222222222,0.3019620138801597,1.3490189930599201,0.6745094965299601,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1261,1365,0.4196522932033986,0.2815,0.2815,,,,,1.9321028019767255,0,0,101,0.8269230769230769,0.8365384615384616,0.74576735496521,0.74576735496521,0.9999750852584839,0.08254249119064183,0.7766990291262136,0.7961165048543689,0.7766990291262136,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.26149067321235403,1.369254663393823,0.6846273316969115,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1274,1478,0.45237883465597406,0.31925000000000003,0.31925,,,,,5.495830627973191,0,1,201,0.7941176470588235,0.8088235294117647,0.7921520471572876,0.7921520471572876,0.9999649524688721,0.05668953604298859,0.7684729064039408,0.8768472906403941,0.7635467980295566,0.9901960784313726,0.00980392156862745,0.8088235294117647,0.7039260680195971,0.19117647058823528,0.23111895718612727,1.3844405214069364,0.6922202607034682,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8099621860310435,0,0,51,0.7592592592592593,0.7592592592592593,0.7052778005599976,0.7052778005599976,0.9889088869094849,0.13961917724249498,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.32511599320690465,1.3374420033965477,1.3374420033965477,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1257,1361,0.4184913518256508,0.28274999999999995,0.28275,,,,,1.9298146760556847,0,0,101,0.7980769230769231,0.8365384615384616,0.7358127236366272,0.7358127236366272,0.9999776482582092,0.09218986289015094,0.7184466019417476,0.7475728155339806,0.7087378640776699,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.2748966624274339,1.362551668786283,1.362551668786283,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1248,1452,0.4448607114609331,0.32275,0.32275,,,,,5.511174318031408,0,1,201,0.7843137254901961,0.8137254901960784,0.7862900495529175,0.7862900495529175,0.9999649524688721,0.06031741972627311,0.7339901477832512,0.8768472906403941,0.7339901477832512,0.9901960784313726,0.00980392156862745,0.8137254901960784,0.6936126404300949,0.18627450980392157,0.23679523564718252,1.3816023821764087,1.3816023821764087,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1301,1355,0.41674961760872975,0.34299999999999997,0.343,,,,,0.8085235460894182,0,0,51,0.7222222222222222,0.7037037037037037,0.7050116062164307,0.7050116062164307,0.9889073371887207,0.1452927493824149,0.5471698113207547,0.5283018867924528,0.5094339622641509,0.9629629629629629,0.037037037037037035,0.7037037037037037,0.876716288999464,0.2962962962962963,0.33190309023056824,1.3340484548847158,2.0010726823270737,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1256,1360,0.41820108966203406,0.27949999999999997,0.2795,,,,,1.9290539290523157,0,0,101,0.7980769230769231,0.7884615384615384,0.7329069375991821,0.7329069375991821,0.9999786019325256,0.09674561833872379,0.6601941747572816,0.7087378640776699,0.6601941747572816,0.9807692307692307,0.019230769230769232,0.7884615384615384,0.7444131797881749,0.21153846153846154,0.28106383789785566,1.3594680810510722,2.0392021215766083,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1266,1470,0.45006631501019,0.3235,0.3235,,,,,5.516869266051799,0,1,201,0.7843137254901961,0.7745098039215687,0.7865844368934631,0.7865844368934631,0.999968409538269,0.06090423450094139,0.7241379310344828,0.8522167487684729,0.7241379310344828,0.9901960784313726,0.00980392156862745,0.7745098039215687,0.7700664782920602,0.22549019607843138,0.23665910520704955,1.3816704473964752,2.0725056710947127,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1304,1358,0.4176205330877565,0.3405,0.3405,,,,,0.8090492109768093,0,0,51,0.7037037037037037,0.7222222222222222,0.7030237317085266,0.7030237317085266,0.9892731308937073,0.15738229200525103,0.4716981132075472,0.4716981132075472,0.4528301886792453,0.9629629629629629,0.037037037037037035,0.7222222222222222,0.8524051786494786,0.2777777777777778,0.34544635369175,1.327276823154125,2.65455364630825,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1262,1366,0.41994250169955194,0.28025,0.28025,,,,,1.9282806699629873,0,0,101,0.7788461538461539,0.7788461538461539,0.7270880937576294,0.7270880937576294,0.9999791979789734,0.10421798240791247,0.5922330097087378,0.6504854368932039,0.5922330097087378,0.9807692307692307,0.019230769230769232,0.7788461538461539,0.7622688025356509,0.22115384615384615,0.2912643578815878,1.354367821059206,2.708735642118412,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1259,1463,0.44804231461603194,0.32575,0.32575,,,,,5.520948018995114,0,1,201,0.7647058823529411,0.7745098039215687,0.7832293510437012,0.7832293510437012,0.9999716877937317,0.06352180829776331,0.6945812807881774,0.8275862068965517,0.6945812807881774,0.9901960784313726,0.00980392156862745,0.7745098039215687,0.7700664782920602,0.22549019607843138,0.2401312496028531,1.3799343751985735,2.759868750397147,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8083884299267083,0,0,51,0.7592592592592593,0.7592592592592593,0.7052778005599976,0.7052778005599976,0.9889088869094849,0.13961917724249498,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.32511599320690465,1.3374420033965477,1.3374420033965477,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1257,1361,0.4184913518256508,0.28274999999999995,0.28275,,,,,1.9281712640076876,0,0,101,0.7980769230769231,0.8365384615384616,0.7358127236366272,0.7358127236366272,0.9999776482582092,0.09218986289015094,0.7184466019417476,0.7475728155339806,0.7087378640776699,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.2748966624274339,1.362551668786283,1.362551668786283,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1248,1452,0.4448607114609331,0.32275,0.32275,,,,,5.516363441944122,0,1,201,0.7843137254901961,0.8137254901960784,0.7862900495529175,0.7862900495529175,0.9999649524688721,0.06031741972627311,0.7339901477832512,0.8768472906403941,0.7339901477832512,0.9901960784313726,0.00980392156862745,0.8137254901960784,0.6936126404300949,0.18627450980392157,0.23679523564718252,1.3816023821764087,1.3816023821764087,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8057986430358142,0,0,51,0.7592592592592593,0.7592592592592593,0.7057788968086243,0.7057788968086243,0.9889010190963745,0.14172951342924586,0.5849056603773585,0.5660377358490566,0.5660377358490566,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.326013129628244,1.336993435185878,1.336993435185878,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1259,1363,0.41907184396404773,0.28225,0.28225,,,,,1.8938980180537328,0,0,101,0.8173076923076923,0.8365384615384616,0.7350111603736877,0.7350111603736877,0.9999771118164062,0.10361863224251756,0.6990291262135923,0.7087378640776699,0.6893203883495146,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.2765170176911225,1.3617414911544388,1.3617414911544388,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1249,1453,0.44515000021783635,0.32125000000000004,0.32125,,,,,5.344201772008091,0,1,201,0.7794117647058824,0.803921568627451,0.784839928150177,0.784839928150177,0.9999656081199646,0.08484393182059227,0.7044334975369458,0.7980295566502463,0.6945812807881774,0.9901960784313726,0.00980392156862745,0.803921568627451,0.7140152804378671,0.19607843137254902,0.2393456247608014,1.3803271876195993,1.3803271876195993,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8073921109316871,0,0,51,0.7592592592592593,0.7592592592592593,0.7052778005599976,0.7052778005599976,0.9889088869094849,0.13961917724249498,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.32511599320690465,1.3374420033965477,1.3374420033965477,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1256,1360,0.41820108966203406,0.28300000000000003,0.283,,,,,1.9255280919605866,0,0,101,0.7980769230769231,0.8269230769230769,0.7369548678398132,0.7369548678398132,0.9999775290489197,0.09609954276131195,0.6990291262135923,0.7087378640776699,0.6893203883495146,0.9807692307692307,0.019230769230769232,0.8269230769230769,0.6646953053493418,0.17307692307692307,0.27631670955258353,1.3618416452237083,1.3618416452237083,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1256,1460,0.4471747297793627,0.32599999999999996,0.326,,,,,5.4043503099819645,0,1,201,0.7843137254901961,0.803921568627451,0.7871465682983398,0.7871465682983398,0.999965488910675,0.07052343525910025,0.729064039408867,0.8620689655172413,0.729064039408867,0.9901960784313726,0.00980392156862745,0.803921568627451,0.7140152804378671,0.19607843137254902,0.23634380621628548,1.3818280968918573,1.3818280968918573,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8084387190174311,0,0,51,0.7592592592592593,0.7592592592592593,0.7052778005599976,0.7052778005599976,0.9889088869094849,0.13961917724249498,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.32511599320690465,1.3374420033965477,1.3374420033965477,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1257,1361,0.4184913518256508,0.28274999999999995,0.28275,,,,,1.930143642006442,0,0,101,0.7980769230769231,0.8365384615384616,0.7358127236366272,0.7358127236366272,0.9999776482582092,0.09218986289015094,0.7184466019417476,0.7475728155339806,0.7087378640776699,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.2748966624274339,1.362551668786283,1.362551668786283,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1255,1459,0.44688551395665854,0.32599999999999996,0.326,,,,,5.480830739019439,0,1,201,0.7892156862745098,0.8137254901960784,0.7864474058151245,0.7864474058151245,0.9999643564224243,0.06208518808111181,0.7389162561576355,0.8768472906403941,0.7389162561576355,0.9901960784313726,0.00980392156862745,0.8137254901960784,0.6936126404300949,0.18627450980392157,0.2368109266249683,1.381594536687516,1.381594536687516,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
