dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
mnist,MaxLoss,0.0,0.2,100,3,100.0,0.0,104.0,0.0,58.666666666666664,4.666666666666667,162.66666666666666,4.666666666666667,0.2521809820124569,0.006347060557552812,0.13873333333333335,0.012958437834519687,0.5215006459951083,0.01143131217128031,0.07188333333333334,0.005841737992907396,0.18526342240314375,0.008422460836844737,186.32483580733518,2.718685111472908,0.9207827166343728,0.001725895449378566,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5829155047734579,0.0027396155633327363
mnist,MaxLoss,0.0,0.2,50,3,50.0,0.0,54.0,0.0,174.0,32.07802986469088,228.0,32.07802986469088,0.33918260152374086,0.04218670244934183,0.25786666666666663,0.03597834225073621,0.624660243916913,0.041620350175614315,0.2055833333333333,0.03776744928763983,0.3530186459280868,0.04331108905498416,115.30481086246739,4.211646981787304,0.47733678792913753,0.0008653038208877382,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5809190074602762,0.010512457603563095
mnist,MaxLoss,0.0,0.4,100,3,100.0,0.0,104.0,0.0,17.333333333333332,4.371625682868,121.33333333333333,4.371625682868001,0.258271135642038,0.007994495869051772,0.11786666666666668,0.0015191371820141117,0.497050015434267,0.01608523538329707,0.0277,0.004930892789719091,0.11575084652793823,0.008619671032556554,191.29865051297725,4.4940303211414285,0.9039447743756076,0.0029763776955903983,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5788429578145345,0.003817361612335071
mnist,MaxLoss,0.0,0.4,50,3,50.0,0.0,54.0,0.0,123.0,12.503332889007368,177.0,12.503332889007368,0.35816931099786115,0.0221160812939536,0.25523333333333337,0.012834502111279752,0.6557786492572601,0.02454870264344661,0.19747777777777778,0.020803713017359234,0.34470146802009055,0.024248725707518733,113.64044116725474,5.147357661488862,0.4705417426303029,0.0007838644807995622,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5663486123085022,0.007979875186005852
mnist,MaxLoss,0.0,0.6,100,3,95.33333333333333,2.6034165586355518,99.33333333333333,2.6034165586355518,0.6666666666666666,0.6666666666666667,100.0,3.2145502536643185,0.32323270227061585,0.00874941792151666,0.1244,0.002802379940931167,0.5063743047436517,0.006244304122050513,0.003099999999999987,0.0015973284988797124,0.06273264786334255,0.005206322753578495,181.09306277617054,2.035104915418775,0.7633638803381473,0.0172398499635095,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.33333333333333337,96.33333333333333,2.6034165586355518,0.0,0.0,0.0,0.0,0.5819107492764791,0.00426808556308219
mnist,MaxLoss,0.0,0.6,50,3,50.0,0.0,54.0,0.0,52.0,7.505553499465135,106.0,7.505553499465135,0.33939031589155394,0.02023074959080261,0.21569999999999998,0.02374384130674731,0.6417375110932588,0.025573318249476545,0.12914166666666668,0.016453376890812135,0.2617509109838345,0.02067830037179021,113.33448450305544,4.517945252110471,0.41323074442334473,0.0003038149963227079,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5834924379984537,0.002583044586804563
mnist,MaxLoss,0.0,0.8,100,3,59.0,6.429100507328637,63.0,6.429100507328637,0.0,0.0,63.0,6.429100507328637,0.42304809849398833,0.03464404801258087,0.1641,0.015038062818506007,0.6103495495738693,0.0120817338125428,0.0028333333333333357,0.0007213028336127475,0.06258482483223658,0.0022183643864834733,129.62746620356268,6.844180909346413,0.5199322359791646,0.04039550631337877,1.0,0.0,0.0,0.0,60.0,6.429100507328637,0.0,0.0,0.0,0.0,0.5849441687266032,0.0030033017175725824
mnist,MaxLoss,0.0,0.8,50,3,49.0,1.0,53.0,1.0,6.333333333333333,3.7564758898615485,59.333333333333336,4.630814663149936,0.4035541023282955,0.02512900823248655,0.18243333333333334,0.004936372937469117,0.6437227658100445,0.028666784241404127,0.03361666666666668,0.01667384012291243,0.12219844881474985,0.02980559639057522,112.41459914604583,2.8431159400041115,0.39942778965147835,0.00624048327524768,0.3333333333333333,0.33333333333333337,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.5804858406384786,0.005658372615395647
mnist,MaxLoss,0.4,0.0,100,3,100.0,0.0,104.0,0.0,425.6666666666667,9.938701010583717,529.6666666666666,9.938701010583717,0.5841199955320917,0.009866429923364946,0.4876666666666667,0.021935992746574713,0.868436092527359,0.004414554731811966,0.4253733333333334,0.008521802104667228,0.5872446374488436,0.008317078045376675,234.7977998913988,2.453808283624936,0.9164581803294519,0.0004341531990702977,0.0,0.0,1.0,0.0,101.0,0.0,0.4583333333333333,0.016025641025641024,0.0,0.0,0.5779478152592977,0.014513935992639816
mnist,MaxLoss,0.4,0.0,50,3,50.0,0.0,54.0,0.0,456.3333333333333,4.48454134902457,510.3333333333333,4.48454134902457,0.564886601040295,0.00447355203905509,0.5125666666666667,0.017949682757951776,0.8432257249317155,0.0019401864564369364,0.4582866666666667,0.005026736294831657,0.6191303083023748,0.004806289982044402,139.34200305676572,2.7202432986355705,0.4637324483289073,0.00022771495717608832,0.0,0.0,0.0,0.0,51.0,0.0,0.4197530864197531,0.006172839506172849,0.0,0.0,0.6042240659395853,0.010071771258120974
