method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,runtime_sec,stop_reached,hit_limit,train_calls,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu,dynamic_redundancy_weight
PU-R-Manifold,manifold_group_noise_fashion_mnist,4,0.1,0.0,support,50,50,5000,0,54,1979,2033,0.43191556993406266,1.1717973289778456,0,0,51,,,,,,,0.05555555555555555,0.4444444444444444,0.6080051064491272,0.6080051064491272,0.9794907569885254,0.0718652255973726,0.9433962264150944,0.9245283018867925,0.9056603773584906,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.9881330234608441,0.018518518518518517,0.275383406032316,0.613038733642729,1.4985391266822263
PU-R-Manifold,manifold_group_noise_fashion_mnist,4,0.1,0.0,support,100,100,5000,0,104,1434,1538,0.33119034144328907,2.6134778279811144,0,0,101,,,,,,,0.038461538461538464,0.4326923076923077,0.6285841464996338,0.6285841464996338,0.9872503280639648,0.03952704283218939,0.9902912621359223,0.970873786407767,0.970873786407767,0.20192307692307693,0.7980769230769231,0.04807692307692308,0.9746795523063588,0.009615384615384616,0.22109398368491975,0.625253853670893,1.5283983089732942
PU-R-Manifold,manifold_group_noise_fashion_mnist,4,0.1,0.0,support,200,200,5000,0,204,1078,1282,0.2786133796325885,7.083377319970168,0,1,201,,,,,,,0.05392156862745098,0.4264705882352941,0.595137894153595,0.595137894153595,0.994911789894104,0.0230492927831382,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.24509803921568626,0.7549019607843137,0.029411764705882353,0.9692210413474248,0.004901960784313725,0.19024138225066484,0.6321956889936005,1.5453672397621345
MaxLoss,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,50,50,5000,0,54,1502,1556,0.3348737923661247,0.5051930559566244,0,0,51,,,,,,,0.09259259259259259,0.37037037037037035,0.6810119152069092,0.6810119152069092,0.9743993878364563,0.07535139738388781,0.9056603773584906,0.8867924528301887,0.8301886792452831,0.09259259259259259,0.9074074074074074,0.05555555555555555,0.9894942166268909,0.018518518518518517,0.26540047717115706,0.6152848926364897,1.5040297375558636
MaxLoss,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,100,100,5000,0,104,1265,1369,0.2965226629166864,1.142756090965122,0,0,101,,,,,,,0.08653846153846154,0.3173076923076923,0.6429909467697144,0.6429909467697144,0.9856286644935608,0.04301340234221764,0.9902912621359223,0.9611650485436893,0.9611650485436893,0.125,0.875,0.038461538461538464,0.9837702583092351,0.009615384615384616,0.22365833340263014,0.6246768749844082,1.5269879166285534
MaxLoss,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,200,200,5000,0,204,680,884,0.19604205613723025,3.030332467984408,0,1,201,,,,,,,0.09313725490196079,0.31862745098039214,0.5833165645599365,0.5833165645599365,0.9913016557693481,0.023486235018434196,0.9901477832512315,0.9852216748768473,0.9852216748768473,0.19117647058823528,0.8088235294117647,0.03431372549019608,0.9705867502815212,0.004901960784313725,0.1933675405862918,0.6314923033680844,1.5436478526775397
GREATS,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,50,50,5000,0,54,1449,1503,,0.9294875400373712,0,0,51,,,,,,,0.07407407407407407,0.4444444444444444,0.6664475202560425,0.6664475202560425,0.9783945083618164,0.0707826334631668,0.9245283018867925,0.8679245283018868,0.8490566037735849,0.09259259259259259,0.9074074074074074,0.05555555555555555,0.9894942166268909,0.018518518518518517,0.2629922546069595,0.6158267427134341,1.5053542599661722
GREATS,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,100,100,5000,0,104,898,1002,,1.9605494369752705,0,0,101,,,,,,,0.09615384615384616,0.4519230769230769,0.6341524124145508,0.6341524124145508,0.9831883907318115,0.044925750350778546,0.9805825242718447,0.970873786407767,0.9611650485436893,0.21153846153846154,0.7884615384615384,0.038461538461538464,0.9767701652134705,0.009615384615384616,0.23048233681580077,0.6231414742164448,1.5232347147513097
GREATS,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,200,200,5000,0,204,791,995,,4.439030803972855,0,1,201,,,,,,,0.08333333333333333,0.4362745098039216,0.6282370686531067,0.6282370686531067,0.9928072094917297,0.024617308906733696,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.28921568627450983,0.7107843137254902,0.029411764705882353,0.9579340985790532,0.004901960784313725,0.1930038461368999,0.6315741346191975,1.543847884624705
PU-R,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,50,50,5000,0,54,1370,1424,0.307822156813927,0.8495746930129826,0,0,51,,,,,,,0.1111111111111111,0.46296296296296297,0.6509691476821899,0.6509691476821899,0.9841500520706177,0.06865971254290275,0.9245283018867925,0.9245283018867925,0.8867924528301887,0.09259259259259259,0.9074074074074074,0.037037037037037035,0.991983997679934,0.018518518518518517,0.2642769946054065,0.6155376762137835,1.5046476529670265
PU-R,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,100,100,5000,0,104,957,1061,0.23290559148881584,1.9449413580587134,0,0,101,,,,,,,0.07692307692307693,0.4230769230769231,0.6226449012756348,0.6226449012756348,0.9902675151824951,0.03884386285705474,0.9902912621359223,0.970873786407767,0.970873786407767,0.17307692307692307,0.8269230769230769,0.038461538461538464,0.9812886970527891,0.009615384615384616,0.22079937363697635,0.6253201409316803,1.5285603444996632
PU-R,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,200,200,5000,0,204,631,835,0.18578983045881614,5.283299856004305,0,1,201,,,,,,,0.0784313725490196,0.4019607843137255,0.5968197584152222,0.5968197584152222,0.9943896532058716,0.022522315327903907,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.24019607843137256,0.7598039215686274,0.029411764705882353,0.968664060673958,0.004901960784313725,0.18960551658373717,0.6323387587686592,1.545716965878945
PU-R-Manifold,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,50,50,5000,0,54,1344,1398,0.3024826930486597,1.0305890140589327,0,0,51,,,,,,,0.1111111111111111,0.4074074074074074,0.6532186269760132,0.6532186269760132,0.9833583235740662,0.06955365400831655,0.9433962264150944,0.9056603773584906,0.8867924528301887,0.16666666666666666,0.8333333333333334,0.05555555555555555,0.979562978088546,0.018518518518518517,0.26467852441743567,0.615447332006077,1.5044268115704105
PU-R-Manifold,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,100,100,5000,0,104,909,1013,0.22293323988560587,2.363514531054534,0,0,101,,,,,,,0.07692307692307693,0.38461538461538464,0.6177312135696411,0.6177312135696411,0.983612060546875,0.041263964316509305,0.9902912621359223,0.970873786407767,0.970873786407767,0.17307692307692307,0.8269230769230769,0.038461538461538464,0.9771666597703949,0.009615384615384616,0.2267954504334488,0.623971023652474,1.5252625022616033
PU-R-Manifold,manifold_group_noise_fashion_mnist,5,0.1,0.0,support,200,200,5000,0,204,662,866,0.1922784976195544,6.32149418303743,0,1,201,,,,,,,0.0784313725490196,0.37745098039215685,0.6045083403587341,0.6045083403587341,0.9942419528961182,0.023553363538434353,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.22058823529411764,0.7794117647058824,0.03431372549019608,0.9688851746412095,0.004901960784313725,0.19193838391388,0.6318138636193771,1.5444338888473663
MaxLoss,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,50,50,5000,0,54,2070,2124,0.4503118396969512,0.5082560239825398,0,0,51,,,,,,,0.07407407407407407,0.4444444444444444,0.6352221369743347,0.6352221369743347,0.9747886657714844,0.07697943640205096,0.8301886792452831,0.8867924528301887,0.7735849056603774,0.16666666666666666,0.8333333333333334,0.07407407407407407,0.9779099403066942,0.018518518518518517,0.2823084803663501,0.6114805919175713,1.4947303357985078
MaxLoss,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,100,100,5000,0,104,1875,1979,0.4209820438409224,1.1443762510316446,0,0,101,,,,,,,0.08653846153846154,0.5,0.6394550800323486,0.6394550800323486,0.984034538269043,0.044552299004156616,0.9611650485436893,0.9805825242718447,0.9514563106796117,0.25,0.75,0.057692307692307696,0.9673152532584761,0.009615384615384616,0.2279518680236249,0.6237108296946844,1.5246264725870065
MaxLoss,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,200,200,5000,0,204,916,1120,0.24514025397365913,3.0437298000324517,0,1,201,,,,,,,0.09313725490196079,0.5147058823529411,0.6180102229118347,0.6180102229118347,0.9887552261352539,0.024853850379953243,0.9901477832512315,0.9901477832512315,0.9852216748768473,0.3088235294117647,0.6911764705882353,0.03431372549019608,0.9612979137432314,0.004901960784313725,0.1935525372143862,0.6314506791267631,1.5435461045320877
GREATS,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,50,50,5000,0,54,1989,2043,,1.0377277100924402,0,0,51,,,,,,,0.05555555555555555,0.6296296296296297,0.6895036697387695,0.6895036697387695,0.9785952568054199,0.061416233485599735,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.2037037037037037,0.7962962962962963,0.05555555555555555,0.9803283729880737,0.018518518518518517,0.2567555427089391,0.6172300028904887,1.5087844515100837
GREATS,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,100,100,5000,0,104,1546,1650,,2.207341405097395,0,0,101,,,,,,,0.057692307692307696,0.5961538461538461,0.6380436420440674,0.6380436420440674,0.9836943745613098,0.04386966519998115,0.970873786407767,0.9805825242718447,0.9611650485436893,0.27884615384615385,0.7211538461538461,0.04807692307692308,0.9697735567452823,0.009615384615384616,0.22640466475824944,0.6240589504293939,1.525477434382963
GREATS,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,200,200,5000,0,204,996,1200,,5.0410222300561145,0,1,201,,,,,,,0.06862745098039216,0.5441176470588235,0.6225970983505249,0.6225970983505249,0.9896825551986694,0.024107672053898497,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.3333333333333333,0.6666666666666666,0.029411764705882353,0.9568034835714155,0.004901960784313725,0.1887375813553578,0.6325340441950446,1.5461943302545533
PU-R,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,50,50,5000,0,54,2036,2090,0.4434427006635815,0.9795787539333105,0,0,51,,,,,,,0.037037037037037035,0.5555555555555556,0.6395275592803955,0.6395275592803955,0.9683394432067871,0.07580198403799308,0.9433962264150944,0.8679245283018868,0.8490566037735849,0.12962962962962962,0.8703703703703703,0.07407407407407407,0.9802006868671369,0.018518518518518517,0.275661781307625,0.6129760992057843,1.4983860202808064
PU-R,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,100,100,5000,0,104,1714,1818,0.38830676348879933,2.247722344007343,0,0,101,,,,,,,0.028846153846153848,0.4807692307692308,0.6063406467437744,0.6063406467437744,0.9859620928764343,0.041313356783204865,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.21153846153846154,0.7884615384615384,0.04807692307692308,0.9743356885087642,0.009615384615384616,0.22248977514747081,0.6249398005918191,1.527630623668891
PU-R,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,200,200,5000,0,204,1004,1208,0.2633441725047305,5.924049717956223,0,1,201,,,,,,,0.04411764705882353,0.49019607843137253,0.6041913032531738,0.6041913032531738,0.993291974067688,0.023933720045489045,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.29411764705882354,0.7058823529411765,0.029411764705882353,0.9602319496904379,0.004901960784313725,0.19008137910861492,0.6322316897005616,1.545455241490262
PU-R-Manifold,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,50,50,5000,0,54,2191,2245,0.47471776336897165,1.258286057971418,0,0,51,,,,,,,0.018518518518518517,0.5185185185185185,0.6383157968521118,0.6383157968521118,0.975248396396637,0.07904571266669147,0.8679245283018868,0.8301886792452831,0.7735849056603774,0.14814814814814814,0.8518518518518519,0.07407407407407407,0.9790013787592442,0.018518518518518517,0.285336779000047,0.6107992247249895,1.4930647715499745
PU-R-Manifold,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,100,100,5000,0,104,1467,1571,0.33794206305174157,2.802945315022953,0,0,101,,,,,,,0.057692307692307696,0.5192307692307693,0.6174807548522949,0.6174807548522949,0.9866185188293457,0.040756538727329775,0.9902912621359223,0.9611650485436893,0.9611650485436893,0.21153846153846154,0.7884615384615384,0.038461538461538464,0.9797950353548078,0.009615384615384616,0.224988493405642,0.6243775889837306,1.526256328626897
PU-R-Manifold,manifold_group_noise_fashion_mnist,6,0.1,0.0,support,200,200,5000,0,204,951,1155,0.25238663784693927,7.423290273058228,0,1,201,,,,,,,0.049019607843137254,0.49019607843137253,0.5954451560974121,0.5954451560974121,0.992975115776062,0.024438005527986095,0.9950738916256158,0.9852216748768473,0.9852216748768473,0.28431372549019607,0.7156862745098039,0.029411764705882353,0.9675721526971253,0.004901960784313725,0.1931972262302684,0.6315306240981896,1.5437415255733524
MaxLoss,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,50,50,5000,0,54,1583,1637,0.35142893478041515,0.5120495359878987,0,0,51,,,,,,,0.07407407407407407,0.6481481481481481,0.6768866777420044,0.6768866777420044,0.9837784767150879,0.07280465844526605,0.8867924528301887,0.9245283018867925,0.8490566037735849,0.2777777777777778,0.7222222222222222,0.07407407407407407,0.9687733313338002,0.018518518518518517,0.2604780013957629,0.6163924496859534,1.5067370992323308
MaxLoss,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,100,100,5000,0,104,1333,1437,0.31049048609565943,1.1485203189076856,0,0,101,,,,,,,0.10576923076923077,0.5865384615384616,0.6243669390678406,0.6243669390678406,0.9868271350860596,0.043573072523746675,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.3557692307692308,0.6442307692307693,0.0673076923076923,0.9545097554699026,0.009615384615384616,0.22695592281711685,0.6239349173661487,1.5251742424505859
MaxLoss,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,200,200,5000,0,204,598,802,0.17887246276950464,3.062514735967852,0,1,201,,,,,,,0.09313725490196079,0.553921568627451,0.6100432276725769,0.6100432276725769,0.9915282726287842,0.02441500731069466,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.3872549019607843,0.6127450980392157,0.03431372549019608,0.9436340382332622,0.004901960784313725,0.19110931747904422,0.632000403567215,1.5448898753865257
GREATS,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,50,50,5000,0,54,1671,1725,,0.9792178620118648,0,0,51,,,,,,,0.07407407407407407,0.4444444444444444,0.6697912812232971,0.6697912812232971,0.9789016842842102,0.06951394719335269,0.9433962264150944,0.9433962264150944,0.9245283018867925,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.988133023460844,0.018518518518518517,0.26172072361245097,0.6161128371871984,1.5060536020131519
GREATS,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,100,100,5000,0,104,1425,1529,,2.0474896860541776,0,0,101,,,,,,,0.057692307692307696,0.5096153846153846,0.6460151672363281,0.6460151672363281,0.988933265209198,0.043492797291973265,0.970873786407767,0.9805825242718447,0.9611650485436893,0.2403846153846154,0.7596153846153846,0.038461538461538464,0.9710001115116309,0.009615384615384616,0.22564403797999938,0.6242300914545001,1.5258957791110004
GREATS,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,200,200,5000,0,204,1006,1210,,4.824831524048932,0,1,201,,,,,,,0.058823529411764705,0.46078431372549017,0.6329909563064575,0.6329909563064575,0.9932918548583984,0.02487821429233833,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.27941176470588236,0.7205882352941176,0.024509803921568627,0.9678082007418215,0.004901960784313725,0.18942681876243964,0.6323789657784511,1.5458152496806583
PU-R,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,50,50,5000,0,54,2038,2092,0.44384690560400486,0.9788325959816575,0,0,51,,,,,,,0.018518518518518517,0.46296296296296297,0.6440640091896057,0.6440640091896057,0.9747430682182312,0.07175340798665893,0.9433962264150944,0.9056603773584906,0.8679245283018868,0.12962962962962962,0.8703703703703703,0.07407407407407407,0.9827174164688228,0.018518518518518517,0.27325355874342744,0.6135179492827288,1.499710542691115
PU-R,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,100,100,5000,0,104,1554,1658,0.3557156634051353,2.179181983927265,0,0,101,,,,,,,0.019230769230769232,0.5,0.622681200504303,0.622681200504303,0.9895482659339905,0.04078487179567585,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.2692307692307692,0.7307692307692307,0.038461538461538464,0.9688774594838879,0.009615384615384616,0.22289478054444753,0.6248486743774994,1.527407870700554
PU-R,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,200,200,5000,0,204,910,1114,0.2438971732626669,5.727897695964202,0,1,201,,,,,,,0.0392156862745098,0.5098039215686274,0.5918982625007629,0.5918982625007629,0.9928327798843384,0.02418732213595047,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.3235294117647059,0.6764705882352942,0.029411764705882353,0.9591650736321445,0.004901960784313725,0.19267395453679503,0.6316483602292211,1.5440293250047628
PU-R-Manifold,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,50,50,5000,0,54,1301,1355,0.2936436936724931,1.113325865007937,0,0,51,,,,,,,0.018518518518518517,0.4444444444444444,0.6578579545021057,0.6578579545021057,0.9808053970336914,0.06814063698896822,0.9811320754716981,0.9622641509433962,0.9622641509433962,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.9831269385725724,0.018518518518518517,0.2621628666288972,0.6160133550084982,1.5058104233541068
PU-R-Manifold,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,100,100,5000,0,104,1421,1525,0.3285290279891342,2.4855183580657467,0,0,101,,,,,,,0.038461538461538464,0.4230769230769231,0.621690034866333,0.621690034866333,0.9903690814971924,0.038901788254892364,0.9805825242718447,0.9902912621359223,0.9805825242718447,0.16346153846153846,0.8365384615384616,0.04807692307692308,0.9774728264396677,0.009615384615384616,0.2217366432406269,0.6251092552708589,1.5280448462176552
PU-R-Manifold,manifold_group_noise_fashion_mnist,7,0.1,0.0,support,200,200,5000,0,204,994,1198,0.26127811637707055,6.906405944027938,0,1,201,,,,,,,0.029411764705882353,0.4215686274509804,0.5950533747673035,0.5950533747673035,0.9913879632949829,0.022255394552728812,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.2647058823529412,0.7352941176470589,0.029411764705882353,0.9634116489117305,0.004901960784313725,0.19119913711902659,0.631980194148219,1.5448404745845357
MaxLoss,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,50,50,5000,0,54,2037,2091,0.44364480528747663,0.5096498989732936,0,0,51,,,,,,,0.037037037037037035,0.4074074074074074,0.6915720105171204,0.6915720105171204,0.9692953824996948,0.07986355868150603,0.8679245283018868,0.8301886792452831,0.7735849056603774,0.12962962962962962,0.8703703703703703,0.07407407407407407,0.9827174164688228,0.018518518518518517,0.27863031069273164,0.6123081800941353,1.4967533291189976
MaxLoss,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,100,100,5000,0,104,1244,1348,0.29220378608442843,1.173233669018373,0,0,101,,,,,,,0.019230769230769232,0.3557692307692308,0.6440432667732239,0.6440432667732239,0.9879807829856873,0.049401316900276444,0.9611650485436893,0.970873786407767,0.941747572815534,0.15384615384615385,0.8461538461538461,0.04807692307692308,0.9790786350514754,0.009615384615384616,0.23818082745091174,0.6214093138235449,1.5190005449019988
MaxLoss,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,200,200,5000,0,204,768,972,0.21440120006445795,3.064926241990179,0,1,201,,,,,,,0.05392156862745098,0.38235294117647056,0.6128945350646973,0.6128945350646973,0.9910622835159302,0.026846148369586088,0.9901477832512315,0.9852216748768473,0.9802955665024631,0.19607843137254902,0.803921568627451,0.03431372549019608,0.9745417567316597,0.004901960784313725,0.19948621495817598,0.6301156016344104,1.5402825817730033
GREATS,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,50,50,5000,0,54,1638,1692,,1.0077899140305817,0,0,51,,,,,,,0.09259259259259259,0.5740740740740741,0.6757521629333496,0.6757521629333496,0.9805287718772888,0.061962844909362075,0.9811320754716981,0.9622641509433962,0.9622641509433962,0.14814814814814814,0.8518518518518519,0.05555555555555555,0.9857066601214678,0.018518518518518517,0.2512550684150531,0.6184676096066131,1.511809712371721
GREATS,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,100,100,5000,0,104,1362,1466,,2.104685029014945,0,0,101,,,,,,,0.08653846153846154,0.5673076923076923,0.6480605006217957,0.6480605006217957,0.984870433807373,0.04181186934408632,0.9805825242718447,0.9805825242718447,0.970873786407767,0.27884615384615385,0.7211538461538461,0.04807692307692308,0.9716956283532403,0.009615384615384616,0.2212640556641559,0.625215587475565,1.5283047693847145
GREATS,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,200,200,5000,0,204,587,791,,4.796168055036105,0,1,201,,,,,,,0.0784313725490196,0.4803921568627451,0.6154191493988037,0.6154191493988037,0.9926493167877197,0.024188767219411916,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.27450980392156865,0.7254901960784313,0.03431372549019608,0.965106859840579,0.004901960784313725,0.1892777993048398,0.6324124951564111,1.5458972103823383
PU-R,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,50,50,5000,0,54,1507,1561,0.33589667722117156,0.927407089038752,0,0,51,,,,,,,0.018518518518518517,0.3888888888888889,0.6684206128120422,0.6684206128120422,0.9788018465042114,0.07252646328986816,0.9056603773584906,0.8867924528301887,0.8679245283018868,0.05555555555555555,0.9444444444444444,0.05555555555555555,0.9924849871902353,0.018518518518518517,0.2699328091763785,0.6142651179353148,1.5015369549529918
PU-R,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,100,100,5000,0,104,1253,1357,0.2940550438943319,2.0813589160097763,0,0,101,,,,,,,0.04807692307692308,0.3942307692307692,0.6200215220451355,0.6200215220451355,0.9879233241081238,0.04134340470349326,0.9902912621359223,0.970873786407767,0.970873786407767,0.14423076923076922,0.8557692307692307,0.04807692307692308,0.9836741478670339,0.009615384615384616,0.22529652748696005,0.624308281315434,1.526086909882172
PU-R,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,200,200,5000,0,204,748,952,0.21023436554241925,5.522911617998034,0,1,201,,,,,,,0.05392156862745098,0.4068627450980392,0.6021085381507874,0.6021085381507874,0.993350088596344,0.023767108242188036,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.2107843137254902,0.7892156862745098,0.029411764705882353,0.9749310516180065,0.004901960784313725,0.1910366010048484,0.6320167647739091,1.5449298694473335
PU-R-Manifold,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,50,50,5000,0,54,1631,1685,0.36122399813029915,1.1200151399243623,0,0,51,,,,,,,0.05555555555555555,0.42592592592592593,0.6508811116218567,0.6508811116218567,0.9802209138870239,0.07055223445003887,0.9622641509433962,0.9245283018867925,0.9245283018867925,0.1111111111111111,0.8888888888888888,0.037037037037037035,0.99063606590498,0.018518518518518517,0.2669501443639803,0.6149362175181045,1.503177420599811
PU-R-Manifold,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,100,100,5000,0,104,1230,1334,0.289323118631728,2.577032562927343,0,0,101,,,,,,,0.04807692307692308,0.46153846153846156,0.6184819340705872,0.6184819340705872,0.9904918670654297,0.03978618874567226,0.9902912621359223,0.970873786407767,0.970873786407767,0.19230769230769232,0.8076923076923077,0.028846153846153848,0.9823560455204572,0.009615384615384616,0.2211498872120517,0.6252412753772884,1.5283675620333717
PU-R-Manifold,manifold_group_noise_fashion_mnist,8,0.1,0.0,support,200,200,5000,0,204,921,1125,0.246175964246504,6.820253069978207,0,1,201,,,,,,,0.049019607843137254,0.4264705882352941,0.6047675013542175,0.6047675013542175,0.9941955804824829,0.0245049603279391,0.9852216748768473,0.9950738916256158,0.9852216748768473,0.2549019607843137,0.7450980392156863,0.029411764705882353,0.9697947299866402,0.004901960784313725,0.19106363431800505,0.6320106822784489,1.5449150011250974
MaxLoss,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,50,50,5000,0,54,1641,1695,0.36326322332024574,0.5082274039741606,0,0,51,,,,,,,0.09259259259259259,0.46296296296296297,0.6524032950401306,0.6524032950401306,0.9685834646224976,0.0835298791808902,0.8867924528301887,0.8679245283018868,0.8301886792452831,0.18518518518518517,0.8148148148148148,0.07407407407407407,0.9743727314433178,0.018518518518518517,0.2843902731793721,0.6110121885346412,1.4935853497513454
MaxLoss,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,100,100,5000,0,104,1802,1906,0.40618102194275707,1.1430463190190494,0,0,101,,,,,,,0.0673076923076923,0.40384615384615385,0.6338769197463989,0.6338769197463989,0.9825331568717957,0.04738049614198,0.970873786407767,0.9611650485436893,0.9514563106796117,0.16346153846153846,0.8365384615384616,0.038461538461538464,0.9806066447245372,0.009615384615384616,0.23786845558443057,0.6214795974935032,1.5191723494285634
MaxLoss,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,200,200,5000,0,204,1179,1383,0.2994005130021833,3.0405543280066922,0,1,201,,,,,,,0.0784313725490196,0.45098039215686275,0.6015912890434265,0.6015912890434265,0.9922872185707092,0.02530063752066619,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.2647058823529412,0.7352941176470589,0.03431372549019608,0.9643895562819583,0.004901960784313725,0.1953028657863905,0.6310568551980622,1.5425834238174854
GREATS,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,50,50,5000,0,54,2090,2144,,1.0316843999316916,0,0,51,,,,,,,0.09259259259259259,0.5185185185185185,0.6757665276527405,0.6757665276527405,0.9728977680206299,0.07047323882579803,0.9622641509433962,0.8679245283018868,0.8679245283018868,0.1111111111111111,0.8888888888888888,0.05555555555555555,0.988133023460844,0.018518518518518517,0.2615068991256194,0.6161609476967356,1.5061712054809093
GREATS,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,100,100,5000,0,104,1577,1681,,2.2175928199430928,0,0,101,,,,,,,0.08653846153846154,0.4807692307692308,0.6588137149810791,0.6588137149810791,0.9824074506759644,0.049143198732901544,0.970873786407767,0.9514563106796117,0.941747572815534,0.18269230769230768,0.8173076923076923,0.038461538461538464,0.9808717023922917,0.009615384615384616,0.23173002756597746,0.622860743797655,1.5225484848387123
GREATS,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,200,200,5000,0,204,1018,1222,,5.044334348989651,0,1,201,,,,,,,0.09313725490196079,0.5049019607843137,0.6287369132041931,0.6287369132041931,0.9885344505310059,0.02719450497935558,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.29901960784313725,0.7009803921568627,0.03431372549019608,0.9583645972829097,0.004901960784313725,0.19581770918322464,0.6309410154337745,1.5423002599492266
PU-R,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,50,50,5000,0,54,2111,2165,0.45858860935550183,0.978511817054823,0,0,51,,,,,,,0.1111111111111111,0.4444444444444444,0.6379841566085815,0.6379841566085815,0.9681272506713867,0.07935332647472057,0.9245283018867925,0.8679245283018868,0.8679245283018868,0.16666666666666666,0.8333333333333334,0.05555555555555555,0.9821084573544708,0.018518518518518517,0.28105954214780865,0.6117616030167431,1.4954172518187054
PU-R,manifold_group_noise_fashion_mnist,9,0.1,0.0,support,100,100,5000,0,104,1713,1817,0.388103443197906,2.255970524973236,0,0,101,,,,,,,0.08653846153846154,0.46153846153846156,0.623011589050293,0.623011589050293,0.9855719208717346,0.04254820801824042,0.970873786407767,0.970873786407767,0.9611650485436893,0.22115384615384615,0.7788461538461539,0.038461538461538464,0.9760627645866248,0.009615384615384616,0.226868448427555,0.6239545991038001,1.5252223533648448
