method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,mnist,2,0.0,0.8,200,800,51,0,51,0.358200159156695,0.19099999999999995,0.5862744676313425,0.0041500000000000035,0.06660781744653017,116.21714572894888,0.3915632739663124,1,48,0.0,0.0,0.5790490508079529
Marginal,mnist,2,0.0,0.8,200,800,103,0,103,0.6281383305322379,0.17759999999999998,0.6583910160473503,0.010650000000000008,0.0827039430279118,140.205211308871,0.7802235039416701,1,100,0.0,0.0,0.5929123759269714
PU-C,mnist,2,0.0,0.8,200,800,65,0,65,0.43433705548522994,0.16169999999999995,0.5999410543756177,0.0023500000000000023,0.06118669717372655,125.53108329747549,0.5608680141158402,1,62,0.0,0.0,0.5822500586509705
PU-F,mnist,2,0.0,0.8,200,800,72,0,72,0.47136887366650626,0.15369999999999995,0.6323473359527564,0.001100000000000001,0.0568082832704328,143.64847532490484,0.6719309519976377,1,69,0.0,0.0,0.5977088809013367
MaxLoss,mnist,2,0.4,0.0,1000,0,300,246,546,0.6003407204407267,0.4547,0.8420808077161116,0.24786000000000002,0.4025539366483421,490.34699795186253,2.238565366016701,0,297,0.45,0.0,0.5792579054832458
Marginal,mnist,2,0.4,0.0,1000,0,300,302,602,0.6554137567291036,0.3883,0.8362450067177606,0.30200000000000005,0.46144473052983564,359.30443857987314,2.6316843170206994,0,297,0.42333333333333334,0.0,0.5954965949058533
PU-C,mnist,2,0.4,0.0,1000,0,300,322,622,0.6749023438896984,0.34809999999999997,0.8455495243677208,0.3222,0.48279701319349144,347.0175746116435,3.3781695610377938,0,297,0.39,0.0,0.5717037320137024
PU-F,mnist,2,0.4,0.0,1000,0,300,269,569,0.6230481379316188,0.3589,0.8322804153605948,0.27093999999999996,0.4279712416794371,409.67084456907986,5.513469481142238,0,297,0.41,0.0,0.6012964248657227
MaxLoss,mnist,2,0.4,0.2,800,200,300,164,464,0.6395977745996788,0.4192,0.833322780716051,0.205725,0.35480106506725767,448.8718951693109,2.1924054520204663,0,297,0.4633333333333333,0.0,0.5913691520690918
Marginal,mnist,2,0.4,0.2,800,200,300,204,504,0.6882263776496984,0.36360000000000003,0.8214211327925253,0.2587625,0.41462121881622427,321.8235196908854,2.522790930001065,0,297,0.41333333333333333,0.0,0.597770631313324
PU-C,mnist,2,0.4,0.2,800,200,300,200,500,0.683394037943799,0.3813,0.8264222043585033,0.2500875,0.40502847898086347,347.88626527493216,3.1244268249720335,0,297,0.4066666666666667,0.0,0.5756782293319702
PU-F,mnist,2,0.4,0.2,800,200,300,205,505,0.6894333726377226,0.38560000000000005,0.8455004089438586,0.2580625,0.4138497498006283,381.331256485347,4.863940628012642,0,297,0.42,0.0,0.5881872773170471
MaxLoss,mnist,2,0.4,0.4,600,400,300,79,379,0.6978138884296641,0.42469999999999997,0.831160738742226,0.12998333333333334,0.26333717061370765,462.2935953995205,2.1064793078694493,0,297,0.45666666666666667,0.0,0.591498851776123
Marginal,mnist,2,0.4,0.4,600,400,300,129,429,0.7765298350714147,0.32730000000000004,0.8429616498565375,0.21539999999999998,0.3659331993199996,340.50629568156046,2.3900627880357206,0,297,0.37,0.0,0.5912449359893799
PU-C,mnist,2,0.4,0.4,600,400,300,127,427,0.7734299043077044,0.37970000000000004,0.8434045342016474,0.21308333333333335,0.3632772051105758,345.03381901489405,2.871462892042473,0,297,0.4033333333333333,0.0,0.5703184008598328
PU-F,mnist,2,0.4,0.4,600,400,300,93,393,0.7200974996085279,0.43610000000000004,0.8302020957616065,0.15606666666666666,0.29581631841261957,410.5901860576202,3.992425966076553,0,297,0.43333333333333335,0.0,0.6051627993583679
MaxLoss,mnist,2,0.4,0.6,400,600,256,0,256,0.7187006683670916,0.4567,0.7386577992897565,0.0006249999999999933,0.05487698893553434,421.8687029698924,1.7218154838774353,1,253,0.42578125,0.0,0.5702614188194275
Marginal,mnist,2,0.4,0.6,400,600,300,32,332,0.8894277517101727,0.4151,0.8254238814421442,0.07982499999999998,0.19667328755039235,370.59849775232686,2.235623560845852,0,297,0.39666666666666667,0.0,0.5941610932350159
