method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
GREATS,cifar10,1,0.0,0.6,800,1200,250,511,761,,0.7343,0.9225021556807278,0.567675,0.7752939372652682,76.15324111888462,35.38881577923894,0,241,0.0,0.0,0.6670874953269958
MaxLoss,cifar10,1,0.0,0.8,400,1600,250,51,301,0.8221586815197952,0.6517,0.5553969363161761,0.1044,0.29510672452276915,48.25901129336342,16.110687723383307,0,241,0.0,0.0,0.6212931275367737
PU-C,cifar10,1,0.0,0.8,400,1600,250,150,400,1.0,0.765,0.9951608156519529,0.7273499999999999,0.8931021455428273,86.64904018114804,22.303961840458214,0,241,0.0,0.0,0.551362931728363
PU-F,cifar10,1,0.0,0.8,400,1600,250,62,312,0.8464814437320456,0.646,0.725635387061699,0.17925000000000002,0.3919609067929871,89.94393267947731,21.644082327373326,0,241,0.0,0.0,0.6453388333320618
PU-G,cifar10,1,0.0,0.8,400,1600,250,141,391,0.9954835298703983,0.7734,0.9984724955834351,0.7136000000000001,0.8839546176057784,150.89172530335807,22.842580405063927,0,241,0.0,0.0,0.6416162848472595
GREATS,cifar10,1,0.0,0.8,400,1600,250,110,360,,0.6833,0.8790565182275188,0.37870000000000004,0.6070762197100866,88.25574589931792,23.292093883268535,0,241,0.0,0.0,0.6203774213790894
MaxLoss,cifar10,1,0.4,0.0,2000,0,250,1716,1966,0.9922397437039763,0.8394,0.9663458677654906,0.7568800000000002,0.9120064528569135,55.73577091878936,40.38362486846745,0,241,0.564,0.0,0.6629005670547485
PU-C,cifar10,1,0.4,0.0,2000,0,250,1639,1889,0.9623117044684477,0.8022,0.9585087764006772,0.74493,0.9044824414824141,46.49586232595718,69.80260666739196,0,241,0.444,0.0,0.6568538546562195
PU-F,cifar10,1,0.4,0.0,2000,0,250,1558,1808,0.9273181210737675,0.8324,0.9868625308806287,0.80809,0.9420961516819648,76.46271188798833,74.14144734758884,0,241,0.456,0.0,0.7050033807754517
PU-G,cifar10,1,0.4,0.0,2000,0,250,1582,1832,0.9378845742321573,0.8559,0.9797911101185218,0.7946,0.9345329343624009,57.664345353918996,74.19068697746843,0,241,0.436,0.0,0.7082682251930237
GREATS,cifar10,1,0.4,0.0,2000,0,250,1717,1967,,0.8344,0.9650937466757395,0.7524200000000002,0.9092189602736532,57.23784739343058,72.08456212282181,0,241,0.528,0.0,0.6681144833564758
MaxLoss,cifar10,1,0.4,0.2,1600,400,250,1349,1599,0.9999999863794073,0.8948,0.999971708121331,0.8902375,0.9809761757462752,160.3419455851011,34.33413904067129,0,241,0.4,0.0,0.7116045355796814
PU-C,cifar10,1,0.4,0.2,1600,400,250,1348,1598,0.9999958510743454,0.8714999999999999,0.9994856559120975,0.8765625,0.9755245657240755,105.65054807886902,58.4435423463583,0,241,0.384,0.0,0.6573663949966431
PU-F,cifar10,1,0.4,0.2,1600,400,250,1304,1554,0.9848734316183254,0.901,0.9999998593517812,0.9006750000000001,0.9847907725866297,250.1849481495054,62.2304449044168,0,241,0.356,0.0,0.5742619037628174
PU-G,cifar10,1,0.4,0.2,1600,400,250,1290,1540,0.9783108488772996,0.8987,0.9999976727597147,0.9003749999999999,0.9846856254172413,183.3818613908899,61.9124457212165,0,241,0.404,0.0,0.7421169281005859
GREATS,cifar10,1,0.4,0.2,1600,400,250,1347,1597,,0.8683,0.9976938148100919,0.8624750000000002,0.9694253562461069,74.11893329978135,60.10168267879635,0,241,0.452,0.0,0.7911078929901123
MaxLoss,cifar10,1,0.4,0.4,1200,800,250,950,1200,1.0,0.896,0.9988511103606152,0.9000500000000001,0.9845714065424814,23.486403326710914,28.25652197562158,0,241,0.476,0.0,0.8814710378646851
PU-C,cifar10,1,0.4,0.4,1200,800,250,950,1200,1.0,0.8085,0.9988716567205805,0.8333666666666667,0.955476092074613,137.84783089233244,46.33451668359339,0,241,0.428,0.0,0.6719454526901245
