method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,mnist,0,0.3,0.4,100,100,600,400,104,219,323,0.6069935004925355,0.48009999999999997,0.87987276762331,0.3629333333333334,0.5249285883750303,221.9851708471143,0.9065736571792513,0,1,101,0.4807692307692308,0.0,0.593754768371582
PU-R,mnist,0,0.3,0.4,50,50,600,400,54,271,325,0.6102812610915862,0.48019999999999996,0.8773149169924702,0.4512833333333333,0.6124251958747491,128.1718163071375,0.6432634750381112,0,0,51,0.3333333333333333,0.0,0.5854856371879578
PU-R,mnist,0,0.3,0.4,100,100,600,400,104,215,319,0.6004084598389454,0.3769,0.8633150479653896,0.3581499999999999,0.5200426083343234,196.30118217591334,1.4102282270323485,0,1,101,0.3076923076923077,0.0,0.5854551196098328
PU-C,mnist,0,0.3,0.4,50,50,600,400,54,232,286,0.5456020988640375,0.45289999999999997,0.8262930698857098,0.3869,0.5491725182093492,116.11824912359212,0.5752319791354239,0,0,51,0.37037037037037035,0.0,0.58128821849823
PU-C,mnist,0,0.3,0.4,100,100,600,400,104,239,343,0.639726928784512,0.4599,0.8752325188098996,0.3962833333333333,0.5585588642453208,176.9179090317097,1.1229235990904272,0,1,101,0.375,0.0,0.5915449857711792
Marginal,mnist,0,0.3,0.4,50,50,600,400,54,251,305,0.5772614492452703,0.3782,0.8465835338861069,0.41850000000000004,0.5805517570229118,114.4796623653221,0.5204225981142372,0,0,51,0.3148148148148148,0.0,0.6153880953788757
Marginal,mnist,0,0.3,0.4,100,100,600,400,104,232,336,0.6283068548655137,0.3529,0.8673729012583544,0.38533333333333325,0.5475996260910247,174.70751753452248,1.0015618880279362,0,1,101,0.3557692307692308,0.0,0.5973050594329834
MaxLoss,mnist,0,0.3,0.6,50,50,400,600,54,145,199,0.5804700359003618,0.42069999999999996,0.8597159776674493,0.361775,0.5237468630511518,121.97842986949827,0.4182485609780997,0,0,51,0.42592592592592593,0.0,0.5617344975471497
MaxLoss,mnist,0,0.3,0.6,100,100,400,600,104,120,224,0.6419832193059847,0.4324,0.8902222154934382,0.305675,0.4653530529696172,210.78379598503543,0.8028875049203634,0,1,101,0.4519230769230769,0.0,0.5884712934494019
PU-R,mnist,0,0.3,0.6,50,50,400,600,54,159,213,0.6150825691292994,0.4113,0.8919905045258781,0.39977500000000005,0.5620367525010592,134.36412315652854,0.5654534290079027,0,0,51,0.35185185185185186,0.0,0.5847366452217102
PU-R,mnist,0,0.3,0.6,100,100,400,600,104,113,217,0.6248949093860574,0.3054,0.8663653375373424,0.28057499999999996,0.4384415443779238,195.98389247902853,1.2447135159745812,0,1,101,0.3076923076923077,0.0,0.5881211757659912
PU-C,mnist,0,0.3,0.6,50,50,400,600,54,158,212,0.612624112109188,0.44620000000000004,0.8879885494725157,0.396525,0.558799836498787,131.36763119963578,0.5055238609202206,0,0,51,0.35185185185185186,0.0,0.5843722820281982
PU-C,mnist,0,0.3,0.6,100,100,400,600,104,126,230,0.6565450002672151,0.43500000000000005,0.8843471225395398,0.31359999999999993,0.4737450812713068,193.628772019757,0.9853853930253536,0,1,101,0.3557692307692308,0.0,0.5731664299964905
Marginal,mnist,0,0.3,0.6,50,50,400,600,54,173,227,0.6492740325629711,0.4818,0.8999588916002622,0.42969999999999997,0.5915178199053277,123.53686723525215,0.46070659812539816,0,0,51,0.2962962962962963,0.0,0.6247335076332092
Marginal,mnist,0,0.3,0.6,100,100,400,600,104,137,241,0.6830327260540798,0.4292,0.8954390782786883,0.34252500000000013,0.5039697236904543,185.98768224602284,0.8861402960028499,0,1,101,0.27884615384615385,0.0,0.6195036172866821
MaxLoss,mnist,0,0.3,0.8,50,50,200,800,54,48,102,0.6232573090819642,0.4196,0.8720996215036119,0.23684999999999995,0.3902524920622278,121.00403506857327,0.40866810898296535,0,0,51,0.4444444444444444,0.0,0.5692517757415771
MaxLoss,mnist,0,0.3,0.8,100,100,200,800,104,16,120,0.7093004064518027,0.42710000000000004,0.8538800298872607,0.07899999999999997,0.1955146879196353,210.11562851086217,0.7839440491516143,0,1,101,0.4326923076923077,0.0,0.578252375125885
PU-R,mnist,0,0.3,0.8,50,50,200,800,54,55,109,0.6571784781408496,0.3932,0.8936086917686729,0.27625,0.43375149004323654,119.94571476543064,0.5356021129991859,0,0,51,0.4074074074074074,0.0,0.5896481275558472
PU-R,mnist,0,0.3,0.8,100,100,200,800,104,28,132,0.7644131997949444,0.352,0.8810232999976755,0.14085000000000003,0.27701512062670985,190.12287477613765,1.179606599966064,0,1,101,0.375,0.0,0.5912419557571411
PU-C,mnist,0,0.3,0.8,50,50,200,800,54,54,108,0.6523678866797127,0.4504,0.8939319269398113,0.26940000000000003,0.4262902566836195,123.8602057494433,0.48293234105221927,0,0,51,0.3888888888888889,0.0,0.5912888646125793
