method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,0,0.0,0.4,50,50,600,400,54,112,166,0.3388362292898819,0.2348,0.6392131607477287,0.18775000000000003,0.3338266725557527,107.76398112999497,0.4789407877251506,0,0,51,0.0,0.0,0.577447235584259
PU-C,mnist,0,0.0,0.4,100,100,600,400,104,70,174,0.35302282706834376,0.1763,0.6220624125871874,0.11016666666666663,0.23777261136370015,176.38153016773887,0.9180664196610451,0,0,101,0.0,0.0,0.6054213047027588
PU-C,mnist,0,0.0,0.4,200,151,600,400,155,0,155,0.31921951269032434,0.09589999999999999,0.45126092493064796,0.0009166666666666845,0.056089055724212473,229.77638125921112,1.3577196663245559,1,0,152,0.0,0.0,0.5798982977867126
PU-F,mnist,0,0.0,0.4,50,50,600,400,54,105,159,0.3263680203235708,0.20920000000000005,0.6392203808420778,0.17706666666666662,0.3211672229340749,117.5799612038503,0.6282770112156868,0,0,51,0.0,0.0,0.6227821707725525
PU-F,mnist,0,0.0,0.4,100,100,600,400,104,33,137,0.28682401828700677,0.14159999999999995,0.5565099005732701,0.0568,0.16324811798988534,191.35836107356866,1.1299366997554898,0,0,101,0.0,0.0,0.6028157472610474
PU-F,mnist,0,0.0,0.4,200,141,600,400,145,0,145,0.3012692906195298,0.10099999999999998,0.4552107871517649,0.00035000000000000254,0.05362229816665004,237.5218613305709,1.5180948665365577,1,0,142,0.0,0.0,0.5835841298103333
PU-G,mnist,0,0.0,0.4,50,50,600,400,54,169,223,0.43858450546395034,0.26480000000000004,0.7084729813250656,0.2810333333333334,0.43893762889995014,87.06625106119955,0.6338061718270183,0,0,51,0.0,0.0,0.607466995716095
PU-G,mnist,0,0.0,0.4,100,100,600,400,104,139,243,0.4729048777371645,0.2865,0.724599017152537,0.23033333333333336,0.382914759603897,144.93163051023492,1.2032585246488452,0,0,101,0.0,0.0,0.6269105672836304
PU-G,mnist,0,0.0,0.4,200,200,600,400,204,17,221,0.43513408437138423,0.11660000000000004,0.5375705105848189,0.02836666666666666,0.11727685018111196,228.03958428219113,2.1245648553594947,0,1,201,0.0,0.0,0.5944486856460571
GREATS,mnist,0,0.0,0.4,50,50,600,400,54,95,149,,0.2388,0.6224991695533195,0.16131666666666666,0.30221556727592,118.9321510490712,0.5198797546327114,0,0,51,0.0,0.0,0.6123459935188293
GREATS,mnist,0,0.0,0.4,100,100,600,400,104,26,130,,0.12460000000000004,0.530026546333785,0.043566666666666684,0.14272094296911514,189.5827066941832,0.991831106133759,0,0,101,0.0,0.0,0.6212211847305298
GREATS,mnist,0,0.0,0.4,200,129,600,400,133,0,133,,0.09870000000000001,0.44592141357985055,0.0013666666666666705,0.05780984384693883,222.01882616427008,1.2925871731713414,1,0,130,0.0,0.0,0.6139605641365051
MaxLoss,mnist,0,0.0,0.6,50,50,400,600,54,56,110,0.35035304981283844,0.23129999999999995,0.6560069661372521,0.14434999999999998,0.2813745121532691,109.45701140482231,0.35586788412183523,0,0,51,0.0,0.0,0.588534414768219
MaxLoss,mnist,0,0.0,0.6,100,100,400,600,104,0,104,0.33413581643253565,0.11309999999999998,0.49808427083681533,0.0009749999999999958,0.056320981550248846,182.17168030914286,0.6789797320961952,1,0,101,0.0,0.0,0.5846493244171143
MaxLoss,mnist,0,0.0,0.6,200,100,400,600,104,0,104,0.33413581643253565,0.11309999999999998,0.49897782122925605,0.0011249999999999928,0.056904272152197795,182.14848229950783,0.7270234934985638,1,0,101,0.0,0.0,0.5846493244171143
PU-C,mnist,0,0.0,0.6,50,50,400,600,54,72,126,0.39310880057746544,0.2238,0.6983740858249332,0.18985,0.33629762360447385,104.02835553051781,0.42506576981395483,0,0,51,0.0,0.0,0.5629693269729614
PU-C,mnist,0,0.0,0.6,100,100,400,600,104,11,115,0.3637887432705611,0.13219999999999998,0.5719253262579604,0.030699999999999995,0.12135539582156081,170.4318365380913,0.8169999895617366,0,0,101,0.0,0.0,0.5686643719673157
PU-C,mnist,0,0.0,0.6,200,119,400,600,123,0,123,0.3851439918507822,0.12250000000000005,0.521365538697573,0.0023249999999999916,0.06110555431629766,193.5963081143763,0.9941637786105275,1,0,120,0.0,0.0,0.5750157237052917
PU-F,mnist,0,0.0,0.6,50,50,400,600,54,53,107,0.3422575832810253,0.20109999999999995,0.6398966695645033,0.1259,0.25813829727118714,113.70106887657568,0.5088827610015869,0,0,51,0.0,0.0,0.5991513133049011
PU-F,mnist,0,0.0,0.6,100,100,400,600,104,7,111,0.35304580465890467,0.12549999999999994,0.5727615476148462,0.02299999999999999,0.10757894747395497,183.94081674975246,0.9247033083811402,0,0,101,0.0,0.0,0.5815861225128174
PU-F,mnist,0,0.0,0.6,200,102,400,600,106,0,106,0.33955328253796324,0.11419999999999997,0.4994826579101589,0.00042499999999999315,0.05397896793192153,185.821228583948,0.9856317648664117,1,0,103,0.0,0.0,0.5768298506736755
PU-G,mnist,0,0.0,0.6,50,50,400,600,54,77,131,0.4063325704773888,0.24139999999999995,0.690889733644313,0.192125,0.3389681966582482,97.39168264350363,0.516165972687304,0,0,51,0.0,0.0,0.6163502931594849
PU-G,mnist,0,0.0,0.6,100,100,400,600,104,41,145,0.44303353101713583,0.18520000000000003,0.6694686650243706,0.102625,0.2278029369746187,156.8252933914872,0.9623104790225625,0,0,101,0.0,0.0,0.6041814684867859
PU-G,mnist,0,0.0,0.6,200,167,400,600,171,0,171,0.5099963386892341,0.12239999999999995,0.5516680278244525,0.0024999999999999467,0.061669381595376105,216.11628157367417,1.5049013327807188,1,0,168,0.0,0.0,0.598537266254425
GREATS,mnist,0,0.0,0.6,50,50,400,600,54,58,112,,0.20899999999999996,0.6729952934900014,0.143825,0.28072197802162757,121.57145550826975,0.4522312693297863,0,0,51,0.0,0.0,0.6183120608329773
GREATS,mnist,0,0.0,0.6,100,100,400,600,104,9,113,,0.12270000000000003,0.5787199451899152,0.0226,0.10683582307812783,189.23333725670582,0.8666707873344421,0,0,101,0.0,0.0,0.6010715365409851
GREATS,mnist,0,0.0,0.6,200,115,400,600,119,0,119,,0.119,0.5269552043619257,0.0003749999999999931,0.05374265039480036,206.30824419262913,1.0217097075656056,1,0,116,0.0,0.0,0.5977717041969299
MaxLoss,mnist,0,0.0,0.8,50,50,200,800,54,6,60,0.4074783129617572,0.1572,0.6301706967666966,0.03150000000000002,0.12273695267347902,104.69693186244236,0.3445643037557602,0,0,51,0.0,0.0,0.5695511698722839
MaxLoss,mnist,0,0.0,0.8,100,60,200,800,64,0,64,0.42899325187318027,0.1441,0.605955767704959,0.005650000000000005,0.07068400127301373,122.39909185389921,0.4448621105402708,1,0,61,0.0,0.0,0.5707972049713135
MaxLoss,mnist,0,0.0,0.8,200,60,200,800,64,0,64,0.42899325187318027,0.1441,0.5997003682684221,0.003950000000000004,0.06603892456861911,122.42082426554967,0.4917575530707836,1,0,61,0.0,0.0,0.5707972049713135
